commentaire,sentiment,probleme
"Bonjour, je cherche à acheter un modem ADSL, quels sont les documents nécessaires et combien ça me coûtera ? ;",positif,N/A
Comment s’abonner à Idoom Fibre ? ;,positif,N/A
Internet se coupe et l’ADSL est présent. Trouvez-nous une solution. ;,négatif,problème réseau
"L’application ne fonctionne pas, où est la solution ? ;",négatif,autre
Qu’est-ce qui se passe ? Quelle panne ? Depuis hier on est sans connexion et sans téléphone. ;,neutre,N/A
J’ai perdu mon numéro de carte. ;,négatif,problème réseau
"Ça fait un mois que j’ai payé l’abonnement, acheté le modem et payé Internet mais personne n’est venu pour l’installer. Rouiba. ;",neutre,N/A
Le service ADSL… nous souffrons. ;,négatif,problème réseau
On attend toujours l’installation de la ligne depuis quatre mois. ;,négatif,problème réseau
"Fournissez les boîtiers fibre, ça fait un mois que les travaux sont arrêtés à cause de leur absence. ;",négatif,problème réseau
"Où sont les offres, Algérie Télécom ? Pourquoi il y en avait avant et maintenant rien ? Quelle est la différence entre le passé et le présent ? Récompensez-nous en tant que clients fidèles, surtout que le paiement est obligatoire. Merci de m’avoir écouté, j’espère une réponse de votre part. ;",positif,N/A
"Mon frère, on attend toujours le modem, pas de nouvelles depuis deux mois. ;",neutre,N/A
Comment activer le service Idoom 4G ? ;,positif,N/A
"L’application ne fonctionne toujours pas, pour la millième fois. ;",négatif,autre
"Toute la journée, tous les jours. ;",positif,N/A
"Le plus gros problème, c’est la couverture qui ne nous a pas encore atteints. ;",négatif,problème réseau
Bahaz Fahd ;,positif,N/A
Internet est coupé depuis hier et n’est toujours pas revenu jusqu’à aujourd’hui. ;,neutre,N/A
Sebaa Omar Abderraouf ;,positif,N/A
"Je suis abonné à l’offre 100 mégas fibre et le ping est très élevé depuis plus d’une semaine. J’ai déposé une réclamation sur votre site, dans l’application et auprès de l’autorité de régulation. Personne ne m’a contacté jusqu’à maintenant pour me demander ce qui ne va pas. On vous remercie si vous fournissez un bon service mais essayez de résoudre nos problèmes. ;",négatif,problème réseau
Le ping est à 200 ces jours-ci en 4G. ;,positif,N/A
"Lemino est détraqué, on espère que ça va s’arranger, si Dieu le veut. ;",négatif,autre
"Attente longue, après ils m’ont installé la fibre et le modem mais malheureusement ça ne fonctionne pas encore, il m’a dit qu’il s’était trompé dans l’adresse ;",négatif,problème réseau
"À Khenchela, il n’y a pas de modem fibre depuis 8 mois ;",neutre,N/A
"Yahdikoum rebi, fixez-nous le ping, vitesse 500 méga et le ping n’est jamais descendu sous 50 ;",positif,N/A
"Activez pour nous, installez la fibre à Oran centre ville, les frères, l’ADSL nous a détruit la vie avec les coupures, on ne peut même pas regarder ou jouer en ligne tranquillement ;",négatif,problème réseau
Nous sommes à Blida et le projet Idoom Fibre n’a toujours pas été terminé ;,positif,N/A
Beau ;,positif,N/A
"À Kourifa El Harrach, il n’y a pas la fibre, vous nous avez dit cet été, l’été est presque fini et toujours rien ;",neutre,N/A
La commune de Marsa Hajaj aura-t-elle une couverture complète ou juste quelques quartiers ? ;,négatif,problème réseau
"Ils sont venus poser les câbles de fibre, puis sont repartis avec leur fil. Ni nous ni l’entreprise n’en ont profité ;",neutre,N/A
"Que Dieu vous guide, réglez le ping, moi j’ai un ping de 80, c’est une catastrophe ;",négatif,problème réseau
"C’est honteux, il n’y a toujours pas de fibre ;",négatif,problème réseau
"Top ! Idoom Fibre Gamer, meilleur Internet en Afrique ;",positif,N/A
Quelles sont les offres ? ;,positif,N/A
"Ça fait plus d’une semaine que l’Internet est coupé dans tout le quartier. On vous a contactés plusieurs fois par téléphone, sur la page, on est allés à l’agence et il n’y a toujours aucune solution. À chaque fois on nous dit qu’ils travaillent sur le problème ;",négatif,problème réseau
Bab Ezzouar ;,négatif,problème réseau
"Je vis grâce à la 4G. Vous l’avez fournie à El Kantara Annaba, mais laissée à Sidi Amara ;",positif,N/A
La fibre n’existe pas dans notre quartier alors que certains quartiers l’ont déjà ;,neutre,N/A
Installez-nous la fibre et ensuite ce sera facile ;,positif,N/A
"Faites-nous parvenir la fibre, ensuite ce sera facile ;",positif,N/A
Nous avons payé de notre poche pour avoir la fibre ;,positif,N/A
Ils ont fini depuis plus de 20 jours et ont récupéré les dossiers mais il n’y a ni modem ni installation ;,neutre,N/A
"Chaque fois qu’on va au centre pour demander la date de raccordement à la fibre ou au moins quand commenceront les travaux proches de chez nous pour espérer, ils nous disent que nous ne sommes même pas programmés. Ben Jaïda 1 Bordj El Bahri est censée être une zone touristique, mais on a encore les câbles en cuivre ;",négatif,problème réseau
"Internet est coupé depuis 3 jours, jusqu’à quand ? ;",négatif,problème réseau
Je paie pour 300 mégas et je ne reçois même pas 100 mégas ;,négatif,facturation
"Service technique faible, je paie sans avoir Internet ni téléphone. Est-ce que l’entreprise va nous compenser ces catastrophes ? ;",négatif,problème réseau
"Faites-nous la fibre, on en a marre, chaque jour un ping de 999 ;",négatif,problème réseau
"Quand vous nous installez, après Sahel 1er mai, il y a un ruisseau et il y a Belouizdad côté ouest, y’a pas de repos, sans fin ;",positif,N/A
On souffre avec la connexion fibre ici ;,négatif,problème réseau
Réseau faible et absence de mesures ;,négatif,problème réseau
"J’ai arrêté de jouer à cause de vous, lag spikes et perte de paquets, vous nous avez gâché la vie, je stagne en bronze au classement ;",négatif,offres commerciales
"Mettez-nous au moins le VDSL, c’est beaucoup ;",positif,N/A
"Ils nous ont laissés sans venir nous installer ça depuis 3 mois, pourquoi ce retard ?!! Sahouala ;",négatif,infrastructure
Clients depuis plus de 20 ans sans fibre ; les clients d'une semaine ont la fibre. Algérie Télécom... ;,négatif,problème réseau
Faites-nous parvenir la fibre et nous irons jusqu’à 1 giga ;,positif,N/A
"Pourquoi dois-je ajouter 20 000 DA pour passer à un débit supérieur ? Réglez d’abord le débit faible et donnez-nous nos 20 mégas réels, pas des blagues. On n’a même pas besoin d’augmenter le débit ;",négatif,facturation
"J’ai une offre 300 mégas et je ne reçois que 70 mégas, où est le problème ? ;",négatif,offres commerciales
"Si je trouve comment revenir à l’ancien débit, je le ferai. J’étais à 15 mégas, je suis monté à 20 mégas, c’est pareil voire pire ;",négatif,autre
Normalement c’est 50 M pour 1900 DA ;,positif,N/A
Ça c’est les vraies offres ;,positif,N/A
"J’avais 15 mégas, j’atteignais 11 mégas. Je l’ai montée à 20 mégas, maintenant ça atteint 13 mégas ??? ;",positif,N/A
"J’ai un abonnement 20 mégas, j’en reçois 13. Si j’ajoute 200 dinars ça devient 10 mégas. Laissez comme c’est, je vous en prie ;",neutre,N/A
"Je l’ai montée de 15 à 20 mégas, je reçois 12. N’augmentez pas, je ne sais pas où est le problème, pourtant j’ai déposé une réclamation et j’ai été contacté par Algérie Télécom, ils m’ont confirmé qu’ils allaient résoudre le problème, en vain ;",négatif,problème réseau
Y a-t-il une meilleure offre pour les abonnés ADSL 20 mégas ? ;,positif,N/A
Plus d’une semaine sans Internet… le téléphone fonctionne mais pas Internet ;,neutre,N/A
Merci beaucoup ;,positif,N/A
"Et pour dire qu’une offre est bonne et réussie à 100 %, il faut baisser les prix. Par exemple : 1600 devient 1100 ;",positif,N/A
"À chaque fois on ajoute 20 et on monte le débit. On ajoute encore des vingt, mais le débit reste le même ;",positif,N/A
"Qu’est-ce qu’on va faire ? Tout le quartier est sans Internet alors qu’on a payé l’abonnement mensuel. La coupure dure depuis une semaine. On les contacte, ils disent qu’ils travaillent sur le problème, mais rien, pas d’équipe technique ;",neutre,N/A
Il n’y a pas de routeurs disponibles à Tébessa depuis plus de trois mois… ? ;,négatif,problème réseau
"Le projet de fibre, en une année, un seul quartier n’est toujours pas terminé. Qu’est-ce qu’on va faire ??? ;",négatif,problème réseau
"Quand ça arrivera chez nous, on verra ;",positif,N/A
Est-ce qu’ils travaillent les vendredis ???? ;,négatif,problème réseau
"Panne depuis 3 mois, facture téléphone et Internet payée. Ils disent qu’ils n’ont pas ce système ;",négatif,problème réseau
Algérie Télécom – moi aussi j’ai le même problème… En voir plus ;,négatif,problème réseau
"Réglez la connexion, après ce sera facile… un peu de sérieux ;",positif,N/A
La question qui se pose avec insistance : où sont les modems 4G ?!?!?! ;,négatif,problème réseau
Pourquoi vous ne baissez pas les prix vous ? ;,négatif,offres commerciales
"Moi j’ai 100 mégas, je reçois 45. Le problème c’est qu’il faut changer le modem ;",négatif,problème réseau
"Merci beaucoup à vous, on espère une amélioration pour les abonnés de l’ADSL. Que Dieu vous garde en bonne santé et paix ;",positif,N/A
"Nous, en ADSL depuis 2014, vous n’avez jamais fait une offre. Toujours un Internet faible ;",neutre,N/A
Moi jusqu’à maintenant je suis encore avec l’ancien ADSL ;,positif,N/A
Faites-nous parvenir la fibre ;,positif,N/A
"Quand ça arrivera chez nous, on parlera de débit ;",négatif,problème réseau
"Nous à Constantine, il n’y a pas de modems ;",neutre,N/A
"Nous les abonnés ADSL, on est toujours avec la 2G ;",positif,N/A
"La connexion est très lente, modem 4G. On paie beaucoup et au final c’est trop lent. Facebook met longtemps à s’ouvrir. Réglez ce problème ;",négatif,problème réseau
Lancez une offre 50 mégas à 2200 DA et laissez le peuple en profiter ;,positif,N/A
Et est-ce que pour augmenter le débit Internet il faut une demande écrite et une copie de la carte d’identité ? ;,positif,N/A
"Le débit Idoom VDSL 100 Mo, c’est à quel prix ? ;",négatif,problème réseau
Est-ce que je peux passer de 10 mégas directement à 50 via l’appli My Idoom ou il faut aller à l’agence ? ;,positif,N/A
"Je suis à El Kal, 20 mégas, je paie 250 000 ;",positif,N/A
Augmentez-nous le débit Idoom 4G ;,positif,N/A
"Quand vous nous installerez la ligne, on parlera des avantages. Cela fait 4 mois qu’on attend et le boîtier de distribution est à seulement 15 mètres de la maison ;",positif,N/A
"Le problème c’est que vous proposez des offres mais les services ne suivent pas. J’ai fait une demande pour installer l’Internet 50 mégas mais le problème, c’est qu’on m’a dit qu’il n’y a pas de modem depuis 15 jours au bureau d’El Eulma ;",négatif,problème réseau
"Quel débit ? Ça fait presque 20 jours et le câble est abîmé. On a signalé plusieurs fois, ils ne nous ont pas pris en considération et n’ont pas réglé le problème. Et tu viens me parler d’augmentation de débit ? Malheureusement, les services sont 0/10 ;",négatif,problème réseau
Vous coupez trop souvent ;,négatif,problème réseau
"Idoom ADSL, toujours là ;",négatif,problème réseau
"Pourquoi chaque fois qu’on s’éloigne du modem la vitesse diminue, de pièce en pièce ? Quelle est la solution alors que j’ai 100 mégas fibre ? ;",négatif,problème réseau
"Le câble est endommagé, j’attends qu’ils le réparent ;",négatif,problème réseau
On attend toujours une offre sérieuse. Qu’ils nous installent la ligne et Internet. Ça fait 4 mois qu’on attend ;,négatif,infrastructure
"Je paie 2000 DA par mois, combien dois-je ajouter ? ;",négatif,facturation
"Ceux qui bénéficient de la réduction, combien paient-ils ? ;",positif,N/A
"La ligne ne permet pas plus, elle supporte au maximum 18.5 mégas ;",négatif,problème réseau
"J’ai 50 mégas, dois-je changer de modem ou garder celui que j’ai ? ;",négatif,problème réseau
"25 jours sans connexion, j’en ai marre. À chaque fois ils disent : 'patiente', mais rien n’a été fait ;",négatif,problème réseau
Rendez-nous les 10 mégas ;,positif,N/A
Pourquoi payons-nous le téléphone alors que nous ne l’utilisons pas ? ;,négatif,facturation
"Idoom ADSL – je paie 2000 DA pour un abonnement 20 mégas, je reçois 10 mégas. Et pendant le cycle, je ne dépasse même pas 1 méga… Tu essaies de comprendre, tu es perdu. La fibre, ça fait 3 mois qu’ils disent qu’ils vont nous la mettre, mais rien. Localisation : 1016, cité El Yasmine, Bir El Djir, Oran ;",négatif,facturation
"Installez-nous la fibre, ça fait 6 mois qu’ils ont mis les poteaux et les câbles… Quand va-t-on installer dans les maisons ??? Rue de la gare, commune de Kadiria, wilaya de Bouira ;",positif,N/A
